,Username,Tweet,Likes,Retweets,No
1368,pakarnur,"#Virus Corona#Kapal USS Milwaukee#Pelaut Diisolasi!

Para pejabat belum menentukan apakah varian Omicron yang sangat menular yang telah menunjukkan kemampuan menghindari vaksin Covid-19.

https://t.co/oBc3RdFE5E",0,0,1368
1369,serambinews,"#Virus Corona#Kapal USS Milwaukee#Pelaut Diisolasi!

Para pejabat belum menentukan apakah varian Omicron yang sangat menular yang telah menunjukkan kemampuan menghindari vaksin Covid-19.

https://t.co/hS9Ftagepm",1,0,1369
1370,radarsumbarcom,MenPAN-RB: ASN Wajib Vaksin COVID-19 Dua Kali https://t.co/2Fb0fg9Taq,0,0,1370
1371,PolresBengkaya1,Polres Bengkayang - Polsek Sanggau Ledo Polres Bengkayang Polda Kalbar mempercepat program vaksin Covid-19 terutama bagi warga melalui program vaksinasi natal 2021. https://t.co/7XdtVEU4h0,1,0,1371
1372,IDbelasting,"Sebanyak 110,6 Juta Warga Telah Terima Dosis Kedua Vaksin Covid-19 https://t.co/Mu3J0dO5f7",0,0,1372
1373,suaraislam_id,"Turki akan Gunakan Vaksin Covid-19 Produk Sendiri, Turkovac Namanya https://t.co/eLGdy8Lsfu lewat @suaraislam_id",1,0,1373
1374,tempodotco,Vaksin Covid-19 Donasi Negara Tetangga Hampir 9 Juta Dosis Tiba di Indonesia https://t.co/6BUOYDsOkk #TempoNasional,0,1,1374
1375,HumasPolsekWat1,"#Healthies, anak usia 6-11 tahun kini udah bisa diberikan vaksin COVID-19 lho. 

Vaksinasi anak mulai digulirkan secara bertahap pada 14 Desember 2021 di 115 Kab/Kota di 19 provinsi. Target vaksinasi sedianya akan menyasar sekitar 26,5 juta anak di seluruh Indonesia.

#ayovaksin https://t.co/z7xvC2FdDk",3,0,1375
1376,antaralampung,"110,6 juta warga Indonesia sudah terima dosis kedua vaksin COVID-19 https://t.co/mq6uYdt95q",0,0,1376
1377,08Kemiri,Babinsa Koramil 08/Kmr Kodim 0708/Pwr  Melaksanakan Pendampingan Vaksin Covid 19 di wilayah Purworejo https://t.co/PNmnUcUS2O,0,0,1377
1378,kumparan,9 juta dosis vaksin yang berasal dari donasi negara tetangga telah tiba di Indonesia pada Minggu (26/12). Hal ini disampaikan r Juru Bicara Vaksinasi COVID-19 Kemenkes Siti Nadia Tarmizi. #kumparanNew https://t.co/XOe1GgmbEM,1,2,1378
1379,08Kemiri,BABINSA KORAMIL 08/ KMR MENDAMPINGI WARGA MENERIMA VAKSIN COVID-19 https://t.co/UupQT1M7Y0,0,0,1379
1380,liputan6dotcom,Cek Fakta: Tidak Terbukti Lonjakan Protein pada Anak Usai Disuntik Vaksin COVID-19 Sebabkan Kerusakan Organ Tubuh https://t.co/k1YI12PZK7,3,0,1380
1381,sur_viv4l,"Beredar narasi di FB, ada Cairan Iblis dlm Kandungan Vaksin Covid-19 yg akan Menyebabkan Kematian

[FAKTA] Informasi tsb sdh pernah beredar dgn narasi senada bbrp waktu lalu.

https://t.co/YHBmYdJtH0

#PasukanSemut
🆙
@Semut2Semut
@tonaytoni
@Ghurem2
@theT4ntryS1
@brader_akbar",19,16,1381
1382,rinnjanni,@AryaFatmaNagara Apakah  seseorang yg sdh divaksin covid-19 tidak diperbolehkan donor darah? Sebelum ramai masalah vaksin covid saya biasanya tiap 3 bln sekali ada panggilan donor dari PMI Kota saya... kok sdh 6 bln ini gak ada panggilan ya...🤔🤔🤔,2,1,1382
1383,syoksyoksyok,"COVID-19: Antibodi Meningkat 2,000 Peratus Lepas Vaksin Penuh – Kajian

https://t.co/gv134KsGHd",0,0,1383
1384,poskotaofficial,"WOW! DKI Jakarta Sudah Capai 91,8 persen Vaksinasi Covid-19 Dosis Kedua, Daftar Vaksin Lewat Aplikasi JAKI Lebih Mudah

Baca Selengkapnya⬇
https://t.co/DSPJO81IPd",0,0,1384
1385,cendananews,"Satgas : 110,6 Juta Warga Sudah Terima Dosis Kedua Vaksin COVID-19 https://t.co/8vGIPOTjy7",0,0,1385
1386,AdamPrabata,Bukti penelitian ini semakin penting karena kombinasi booster Moderna setelah 2 dosis vaksin Sinovac ini yang diberikan kepada tenaga kesehatan di Indonesia untuk melindungi dari Covid-19,10,3,1386
1387,Beritasatu,Data Penerima Vaksin Covid-19 sampai 26 Desember 2021 https://t.co/g8WxFV4yA0 https://t.co/NQHTMvWPe9,1,0,1387
1388,08Kemiri,Babinsa Koramil 08/ kemiri Dampingi warga untuk vaksin covid 19 https://t.co/lhxgnh7VDg,0,0,1388
1389,19yudith,@ABSetyono @kemkominfo @PlateJohnny @Aryprasetyo85 @NgkongRoses @republikaonline @myozhyme @FerdinandHaean3 @kemkominfo terus melaporkan temuan hoaks seputar vaksin Covid-19 hingga Selasa (21/12/2021) terdapat 417 temuan hoaks yang tersebar di berbagai media sosial. @PlateJohnny,1,0,1389
1390,tvOneNews,"110,6 Juta Warga Sudah Divaksin Covid-19 Dosis Kedua

Selengkapnya kunjungi https://t.co/rVtagjNN6q
#NewsOne #CariBeritaditvOne #Vaksin #Covid19 https://t.co/1MrjFSF0Hq",3,2,1390
1391,pikobar_jabar,"Saat ini, vaksin terbaik adalah vaksin yang saat ini tersedia, tidak perlu ragu untuk mengakses lokasi dan pelayanan vaksinasi COVID-19. Semakin banyak orang yang mendapatkan vaksinasi COVID-19 maka semakin banyak orang yang terlindungi.

#IndonesiaBangkit #SEMUAWAJIBPAKAIMASKER https://t.co/pu8jrzHFQn",0,0,1391
1392,0709Kodim,"Babinsa Koramil 05/Karanggayam Serka Suhadi bersama anggota polsek karanggayam melaksanakan pendampingan vaksin Covid-19 tahap 1 dan 2 kepada masyarakat diwilayah kerja Puskesmas Karanggayam 2, yang dilaksanakan di Gedung Lama Puskesmas karanggayam 2 di desa pagebangan. https://t.co/LTuDDvHeIo",0,0,1392
1393,aewin86,"Covid-19 Indonesia hari ini:
- 44 kasus #Omicron
- 268 juta dosis Vaksin sudah disuntikan.

#PatuhiProkes
#AyoDivaksin",21,3,1393
1394,DitEropa1_Kemlu,"Indonesia mengapresiasi dukungan dan komitmen Prancis dalam upaya meningkatkan kesetaraan akses vaksin global.

Indonesia appreciates France’s support and commitment towards equitable access to global COVID-19 vaccines. https://t.co/BUWCfEV7FU",9,7,1394
1395,DitEropa1_Kemlu,"Pemerataan akses global terhadap vaksin sangat penting untuk mengatasi pandemi COVID-19. 

Global equitable access to vaccines is essential in our fight against the COVID-19 pandemic. https://t.co/KiCEfP2n91",7,4,1395
1396,Nhy_dja,"@BaskoroDina @StopPlandemit @newbeginnin9 @Anonymouslem_G Intinya vaksin it adalh produk gagal, kita vac untk apa.?, untuk mengobati atau mencegah Covid -19 dan keturunannya..??, klo untuk mengobati ya tdak ad buktinya.?, klo untuk mencegah, trus knapa yg positif omerick or omluhut semuany sdh pada vaksin!, lalu buat apa vaksin..???",0,0,1396
1397,ditpsd_dikbud,"Direktur Sekolah Dasar menghadiri pelaksanaan Pemberian Vaksin Covid-19 untuk anak usia 6 s.d. 12 Tahun di RS Premiere Bintaro dalam rangka percepatan pemberian vaksin kepada 1.000 anak.

Mari bersama wujudkan anak Indonesia yang sehat, cerdas, dan berkarakter! https://t.co/WjGQ97rgC8",4,0,1397
1398,MIRATIPRIMASARI,"kenali fungsi dan proses kerja vaksin covid-19 dalam tubuh: membuat antibodi ➡️ antibodi menempel pada protein virus ➡️ virus covid-19 aktif kembali ➡️ antibodi melawan virus yg kembali aktif ➡️ sistem imun terbentuk dan mengenali virus covid-19

#BekalBukanKebal https://t.co/P4NQkqAyVq",0,0,1398
1399,Marthasi_love,Khabar Duta Polio😛 khabar duta vaksin Tukul Arwana gimana Guys? Beneran divaksin covid 19 atau vaksin polio sih... Kok bisa jatuh.. Gitu.. Apa sudah sehat dr koma... Kok gak ada beritanya sih,0,0,1399
1400,KAI121,@hadis_02 Selamat sore Kak. Saat ini calon penumpang KA Jarak Jauh wajib menunjukkan surat keterangan negatif Covid-19 berdasarkan Polymerase Chain Reaction (RT-PCR) atau Rapid test antigen dan sertifikat vaksin dosis lengkap. |1,0,0,1400
1401,diazbela,"1. Vaksin Covid -19 pada anak bisa mencegah sakit berat dan kematian pada anak yang berinteraksi dengan virus.

#BekalBukanKebal",0,0,1401
1402,diazbela,"Anyway, Vaksin Covid untuk anak 6-11 tahun sudah disediakan pemerintah lho. Vaksin ini diperlukan untuk melindungi tubuh anak agar terhindar dari penularan virus ataupun kemungkinan sakit berat akibat Covid-19.

#BekalBukanKebal https://t.co/HgG3MDoeQQ",0,0,1402
1403,XHIndonesia,"Gelombang kedua vaksin COVID-19 Sinopharm Tiongkok pada Jumat (24/12) tiba di Bandara Internasional di Managua, ibu kota Nikaragua, dan akan segera digunakan untuk melindungi kesehatan masyarakat setempat. Simak liputan selengkapnya dalam tayangan berikut! https://t.co/DfqznqSb6s",0,0,1403
1404,namakuhanni,Dari berbagai media dan juga info dari teman-teman yang lingkungan terdekatnya  sudah vaksin dosis kedua dan terkena  COVID-19. Mereka  tidak terlalu parah #BekalBukanKebal https://t.co/IxqBuAmHrN,0,0,1404
1405,MIRATIPRIMASARI,"vaksin covid-19 mampu merangsang sistem kekebalan tubuh untuk mendeteksi dan melawan virus corona, tapi vaksinasi adalah proteksi dari dalam, dari luarnya ya tetap prokes donk..

#BekalBukanKebal https://t.co/N3puhlHd5O",0,0,1405
1406,namakuhanni,Sempat diawal-awal orang pesimis untuk vaksin karena untuk apa? karena setelah vaksin tetap kena COVID-19 #BekalBukanKebal https://t.co/iejivxkfWM,0,0,1406
1407,Rohmahdg,"Udah suntik 2 dosis vaksin bkn berarti G bisa terjangkit Covid-19
Tetap hrus prokes
Antara merasa kebal &amp; bebal ngga ada bedanya

Inget👌
Jgn malas pake masker

Aplgi skrng masker unik2 bentuk &amp; motifnya 

Klo kmu suka masker motif ato tetep medis, guys?
#BekalBukanKebal https://t.co/KbKnvYaTFu",0,0,1407
1408,PRDepok,"Penerima Vaksin Covid-19 di Indonesia Tembus 110,407 Juta Jiwa, Kominfo: yang Belum Segera Divaksin https://t.co/DRbAuJjAel",0,0,1408
1409,MIRATIPRIMASARI,"Stay prokes buat gak gampang tertular..

Mitos: Vaksin cegah Covid-19
Fakta: Vaksin kurangi risiko fatalitas Covid-19

so, jangan gagal paham lagi yaa.. setelah vaksin dosis lengkap tetap wajib pake masker, jaga jarak, rajin cuci tangan.. #BekalBukanKebal https://t.co/DZN7MYL5MI",0,0,1409
1410,duniaqtoy,"Vaksin dua dosis emang bikin pede tapi  ga mutlak jadi kebal covid-19. 

Better safe than sorry, prokes ketat tetap perlu dijaga. 
#BekalBukanKebal https://t.co/1kLEHDzGp6",1,0,1410
1411,Rohmahdg,"Kayak gini loh Cara kerja Vaksin Covid-19 yang mampu merangsang sistem kekebalan tubuh kita untuk mendeteksi dan melawan virus Covid-19

Ini perlindungan dari dalam 
Dari luar tetap Prokes!
#BekalBukanKebal https://t.co/vTOxs9vRqS",0,0,1411
1412,poldabengkulu,"Pandemi Covid-19 belum berakhir yaa Sobat Polri. Untuk itu, sebagai langkah menghindari penyebarannya, penting bagi kita untuk disiplin protokol kesehatan di manapun berada dan segera vaksin dosis lengkap. https://t.co/3o6X9O6D4c",1,0,1412
1413,Susansiti96,"Karena vaksin itu perlindungan dri dalam ya. Mematuhi prokes dan menjauhi kerumunan itu harus. Kan masih ada covid-19 yg masih harus kita lawan bersama guys. 
#BekalBukanKebal",1,0,1413
1414,Harian_Jogja,Ini Cara Cek Sertifikat Vaksin Covid-19 untuk Anak 6-11 tahun https://t.co/RdEliRYHYo #beritajogja #jogja #jogjaistimewa https://t.co/ybvK2nfZQT,0,0,1414
1415,namakuhanni,Jadi inget tokoh Captain America yang punya tameng klo orang yang sudah divaksin Vaksin bisa menjadi tameng terhadap COVID-19 #BekalBukanKebal https://t.co/axkhSdScim,0,0,1415
1416,Hidayah_Art,"Yuk belajar bentar. 
Vaksin Covid-19 mampu merangsang sistem kekebalan tubuh untuk mendeteksi dan melawan virus Covid.

Jadi vaksin itu perlindungan dari dalam tubuh

#BekalBukanKebal",0,0,1416
1417,Desty007,"Ingat ya Vaksin dan Prokes itu paket lengkap dalam upaya menghindari terpaparnya diri kita dari Covid-19
#BekalBukanKebal https://t.co/uqkXWpADAe",1,1,1417
1418,bunda_dzakiyyah,"Nafsu makan meningkat sih cuma beberapa dua hari setelah vaksin ya, setelahnya normal kok. 

Daripada gak doyan makan karena kena covid-19 loh.

#BekalBukanKebal https://t.co/FyBGxYnjcW",1,0,1418
1419,_3F_,"Dengan kata lain, vaksin covid mengurangi resiko penerima terinfeksi covid-19.

Kalau pun terinfeksi hanya mengalami gejala yg ringan.

#BekalBukanKebal",0,0,1419
1420,Korem072Pmk,Warga Jogotirto Dapat Vaksin Covid 19 Dari Kodim 0732/Sleman https://t.co/R8qfulw4gq,0,0,1420
1421,diazbela,"Oh iya ini ada skema/mind map penjelasan tentang vaksin covid 19. Bagikan juga ke temanmu yang membutuhkan!

#BekalBukanKebal https://t.co/cRZ7Eln25H",0,0,1421
1422,Rohmahdg,"Udah vaksin dosis lengkap itu baik
Lebih baik lagi kalo tetap taat prokes
Sebab vaksin Cuma tambahan proteksi diri

Betul apa betul??
Betul bangettt 

Karena Vaksin hanya sebagai #BekalBukanKebal apalgi penangkal dari Covid-19 ❌️❌️❌️",0,0,1422
1423,_3F_,"Padahal vaksin Covid-19 tidak membuat kebal 100 persen, melainkan  berfungsi utk memicu pembentukan daya tahan tubuh dari virus tsb.
#BekalBukanKebal https://t.co/WlqhVXE73o",0,0,1423
1424,shyntako,"Perlu dipahami, even kita sudah vaksin, kita bisa tertular Covid-19 dan turunannya. Ingatlah #BekalBukanKebal",0,0,1424
1425,shyntako,"Efek vaksin bikin orang sering laper, berat badan jadi naik, lebih baik sih dibanding ketular Covid-19 kan. Olahraga yang teratur dong ah #BekalBukanKebal https://t.co/uBoMBVaFwe",0,0,1425
1426,bunda_dzakiyyah,"Ada yang nafsu makannya meningkat setelah vaksin, seperti saya?

Tapi tetap senang dong ya setelah vaksin karena merasa udah punya bekal untuk menghadapi covid 19.

#BekalBukanKebal

https://t.co/4Vuhe7h4n1",1,0,1426
1427,pinterpandai_id,"Gejala Varian Omicron, Vaksin, Bahaya | Seberapa efektif vaksin Covid 19?

https://t.co/gmoDf5prwX",3,0,1427
1428,TinaSindy,"Walaupun berat badan naik abis vaksin, taoi tetap senang karena bisa jadi bekal untuk menghadapi COVID-19 yang datangnya gak main².
Hayo siapa nih yang masih ragu apalagi takut buat vaksin
#BekalBukanKebal",0,0,1428
1429,panah_bintangku,"Vaksin yg sudah masuk dalam tubuh kita adalah tameng yg ampuh tangkal Covid-19. Tapi dia ngga bisa kerja sendirian, gengs. #BekalBukanKebal https://t.co/W3WvL11P1D",1,0,1429
1430,Rohmahdg,"Paham ritme ini, kan? spt yg udh aku jlaskan di awal

Sudah vaksin kok tetap tertular? 
Inget!! 
Vaksin itu hanya mengurangi resiko penularan, 
bukan untuk mencegah apalagi bikin kita kebal Covid-19 ya

#BekalBukanKebal 
https://t.co/lZ2XUlzkGt https://t.co/KQbjpidB1c",0,0,1430
1431,Ira_Hamid16,"Kesimpulannya adalah:
- Lakukan vaksinasi
- Setelah vaksin bukan berarti gak akan terpapar covid-19
- Setelah vaksin tetap harus prokes
- Vaksinasi dan prokes adalah kombinasi yang pas untuk melawan covid-19

#BekalBukanKebal https://t.co/qRkrl34G4Y",22,14,1431
1432,Ira_Hamid16,Namun sudah vaksin bukan alasan kita untuk over percaya diri hingga lupa menerapkan prokes. Kombinasi vaksin dan prokes adalah senjata terbaik untuk melawan ganasnya covid-19 #BekalBukanKebal https://t.co/UTQmT6g9dI,0,0,1432
1433,TinaSindy,"Vaksin Covid-19 cara kerjanya merangsang sistem imun untuk kenal dan melawan virus Covid-19. Ini murni dari kecanggihan tubuh kita. Vaksin mempercepat prosesnya
#BekalBukanKebal",1,1,1433
1434,TinaSindy,"Nah ini cara kerja Vaksin Covid-19 nih tweps....
#BekalBukanKebal https://t.co/V7v8OpYjqm",0,0,1434
1435,Rohmahdg,"Jngan smpe bebal! 
Udah vaksin gak berarti kebal Covid-19

Tunda dulu jalan-jalannya. 
Jangan sampe itinerary nya berubah ke RS 
gara-gara tertular Omicron

ga mau, kan??
yauda, di rumah aja thun baruannya

#BekalBukanKebal",0,0,1435
1436,shyntako,"Sudah vaksin kok tetap tertular? Vaksin itu hanya mengurangi resiko penularan, bukan untuk mencegah apalagi bikin kita kebal Covid-19 ya. #BekalBukanKebal",0,0,1436
1437,MIRATIPRIMASARI,"jangan lengah dan menganggap remeh prokes !!!

vaksin meringankan gejala saat seseorang terpapar covid-19 #BekalBukanKebal

ada yg sudah vaksin tapi tetap tertular? ingat lagi ya, fungsi vaksin bukan untuk mencegah terkena virus, tapi untuk memperkuat sistem kekebalan tubuh https://t.co/buCCimOi3y",0,0,1437
1438,Rohmahdg,"Nah, klo ada yg ngajak liburan, 
mnding jwab gini😅

🧑🏻Liburan yuk, kn udah vaksin
🧕🏻Jangan dulu deh, ada Omicron
🧑🏻Terus gmana? kan udah nabung
🧕🏻Yaudah checkoutin belanjaan gue aja pakai uang liburan lo🤣

dijamin aman n trhindar dri Covid-19
liburan bsa ntar2
#BekalBukanKebal",0,0,1438
1439,Desty007,"Vaksin #BekalBukanKebal jadi jangan sampai kita jumawa dan abai pada prokes karena sudah lengkap 2x vaksin

Karena Covid-19 masih ada, bahkan ada varian baru yg mengintai siapa saja yang lengah https://t.co/blhrHX7NqP",2,1,1439
1440,cgkdpsbdo,"Dalam kaitannya, Ghebreyesus tak lupa mengingatkan agar setiap orang selalu melakukan protokol kesehatan demi mencegah penularan Covid-19. Ia juga mengingatkan setiap orang untuk mendapatkan vaksin Covid-19.

Hayo tebak modusnya apaan niy..😏 https://t.co/iZmWwPA58q",0,0,1440
1441,shyntako,"Vaksin COVID-19 bekerja dengan membentuk sistem imun di tubuh. Saat vaksin COVID-19 disuntikan, sel tubuh mendapatkan informasi mengenai virus corona. #BekalBukanKebal",1,0,1441
1442,TinaSindy,Pemerintah selalu berusaha demi kesehatan masyarakatnya agar terhindar dari Covid-19 dan supaya kita bisa cepat terbebas dari virus ini. Makanya pemerintah memberikan vaksin untuk semua masyarakat agar tubuh kita punya #BekalBukanKebal,1,0,1442
1443,PR_Tasikmalaya,"Jadwal Vaksin Covid-19 di Makassar 27 Desember 2021, Tersedia di 3 Lokasi https://t.co/rJvG1tj05Q",0,0,1443
1444,Rohmahdg,"Setuju ga sih dg pernyataan ini:

Vaksin emang bikin percaya diri 
Tapi jgn lupa prokes tetap ditaati
Krena sungguh Covid-19 masih ngeri

Aku sih yes✅

G ingin trulang lgi dg tahun yg lalu

Yuk kompak lawan Covid-19 dg Vaksin n taat prokes, 
tunda jalan2nya👌
#BekalBukanKebal",1,0,1444
1445,githasiwi,"Jangan bebal ya, udah vaksin nggak berarti kebal covid - 19 lho😁
#BekalBukanKebal",2,0,1445
1446,humaspoldajbr,"Sobat Polri, Vaksinasi anak berusia 6-11 tahun telah dimulai. Para orangtua dihimbau agar tidak panik ketika mendapati anaknya mengalami indikasi gejala Kejadian Ikutan Pasca Imunisasi (KIPI) usai mendapat suntikan vaksin Covid-19. https://t.co/2qn6hmMuC4",9,0,1446
1447,TinaSindy,"Vaksin sudah, prokes harus tetap disiplin. Belum ada yg namanya sudah aman dari Covid-19 masih ada virus yg belum hilang 
#BekalBukanKebal https://t.co/IHX0rJde42",1,1,1447
1448,_3F_,"Dengan vaksin, kekebalan komunitas akan terbentuk, Covid-19 bisa ditangkal.

Kan #BekalBukanKebal https://t.co/Q93r78kZb6",1,0,1448
1449,Kodim0309Solok,"Babinsa Koramil 12/Sangir Kodim 0309/Solok Serda Iksan Tiago, melaksanakan kegiatan Pendampingan Vaksin Covid-19 kepada warga masyarakat yang bertempat di Jorong Bariang Palabihan Nagari Lubuk Gadang Utara Kec. Sangir Kab. Solok Selatan. Minggu (26/12/2021). https://t.co/MBbwIzZ7wD",0,1,1449
1450,morodjoyo,"Jika Imunitas Alamiah.. 

Mampu.. Bekerja Maximal.. 

Kenapa dipaksakan Vaksin Covid 19? 

Ada apa Dengan Vaksin Covid19? 

#CabutMandatoryVaksin",1,0,1450
1451,Rohmahdg,"Jadiii
Vaksin itu perlindungan dari dalam, kawan.

Prokes dan jauhi kerumunan itu kewajiban!!!

Karena masih ada Covid-19 yang harus dilawan

Yuk kita kompak! 💪💪💪

Dengan Vaksin dosis penuh sbg #BekalBukanKebal dari Covid-19",0,0,1451
1452,namakuhanni,Bagaimana Han cara Vaksin COVID-19 melindungi kita ? Dari gambar ini kita bisa liat prosesnya sehingga bisa melindungi kita  #BekalBukanKebal https://t.co/QlUYK8Sq3H,0,0,1452
1453,Ira_Hamid16,"Vaksin yang disuntikkan ke tubuh kita akan merangsang sistim imun untuk mengenal dan melawan covid-19. Ini adalah cara dari dalam yang dilakukan tubuh kita sedangkan taat prokes adalah cara luar yang kita lakukan untuk mengindari covid-19

#BekalBukanKebal https://t.co/5sSevZAM3E",0,0,1453
1454,Rohmahdg,"Walau berat badan naik abis vaksin, gegara nafsu makan meningkat 

Tapi tetap senang kan, ya
karena bisa punya bekal untuk menghadapi Covid-19 yang datangnya gak main-main
Masih ragu vaksin? 

#BekalBukanKebal https://t.co/tnXAnybho9",0,0,1454
1455,TinaSindy,"Yang belum vaksin segera deh di vaksin karena vaksin menjaga sesama agar COVID-19 tidak terus menggema. Kita pengen kan hidup normal seperti dulu, makanya jangan hanya omongan dimulut saja, lakukan vaksin segera biar tubuh kita ada #BekalBukanKebal",0,0,1455
1456,panah_bintangku,"Trus kalo ada yg protes, ""Sudah vaksin kok tetap tertular?"" 
Karena vaksin hanya mengurangi risiko penularan bukan mencegah apalagi kenal Covid-19. #BekalBukanKebal https://t.co/QumfDF4Lfj",1,0,1456
1457,Ria_Bilqis,"Cara kerja vaksin covid-19 merangsang sistem imun untuk kenal dan melawan virus.
#BekalBukanKebal https://t.co/NPmsMkUdvZ",0,0,1457
1458,PolsekBatangKui,"Giat Kapolsek Bt.Kuis Akp Simon Pasaribu SH beserta Kapolsek jajaran Polresta DS laksanakan Rapat pencapaian vaksin covid -19 di aula Polresta DS.
https://t.co/E1MlS96A8M",0,0,1458
1459,diazbela,"Vaksin itu mengurangi resiko fatalitas akibat paparan COVID 19, bukan sebagai upaya pencegahan. Jadi ngerti lah ya kenapa vaksin harus sejalan dengan prokes yang ketat.

#BekalBukanKebal https://t.co/sEUyuKG9zQ",0,0,1459
1460,panah_bintangku,"FYI, atau mungkin sebenernya sudah pada tau ya.. Vaksin meringankan gejala saat terpapar Covid-19. Namun, bukan berarti abis vaksin, kita lupa prokes.#BekalBukanKebal https://t.co/rJihdnA38r",1,0,1460
1461,bowosusilo94,"Gimana nih cara kerja vaksin? Jadi, vaksin tuh mampu merangsang sistem kekebalan tubuh kita untuk mendeteksi dan melawan si Covid-19.  

#BekalBukanKebal https://t.co/fvekt2FAQx",3,0,1461
